證券代碼,年月日,收盤價(元),流通在外股數(千股),成交量(千股)
6488 環球晶,2017/04/26,225.5,"437,250","6,459"
6489 德晶,2017/04/26,10.4,"28,470",42
6490 凌昇科,2017/04/26,3.17,"33,754",20
6491 晶碩,2017/04/26,100,"60,000",39
6492 生華科,2017/04/26,145,"74,295",599
6493 雷虎生,2017/04/26,29.75,"24,050",1
6494 九齊,2017/04/26,42.75,"26,559",86
6495 納諾*-KY,2017/04/26,120.61,"134,270",215
6496 科懋,2017/04/26,78.9,"46,667",105
6498 久禾光,2017/04/26,6.33,"31,701",154
6499 益安,2017/04/26,86.5,"51,356",74
6504 南六,2017/04/26,148.5,"72,600",29
6505 台塑化,2017/04/26,107,"9,525,959","2,979"
6506 雙邦,2017/04/26,25,"76,856",232
6507 新力美,2017/04/26,3.33,"99,877",143
6508 惠光,2017/04/26,27.8,"81,393",32
6509 聚和,2017/04/26,17.5,"162,765",279
65094 聚和四,2017/04/26,105.8,"3,000",0
6510 精測,2017/04/26,"1,175.00","30,789",698
6511 綠晁,2017/04/26,4.78,"60,000",5
6512 啟發電,2017/04/26,29.15,"25,000",9
6514 芮特-KY,2017/04/26,46,"21,358",118
6516 勤崴,2017/04/26,403.99,"19,177",6
6518 康科特,2017/04/26,18.5,"25,000",9
6521 金樺,2017/04/26,30.89,"25,687",3
6523 達爾膚,2017/04/26,208,"45,815",25
6525 捷敏-KY,2017/04/26,59.1,"106,650",566
6527 明達醫,2017/04/26,38.58,"21,420",4
6529 研鼎,2017/04/26,38.8,"16,185",0
6530 創威,2017/04/26,16.2,"30,000",0
6531 愛普,2017/04/26,95,"70,720","2,385"
6532 瑞耘,2017/04/26,23.85,"31,626",94
6533 晶心科,2017/04/26,162.5,"40,611","1,086"
6534 正瀚,2017/04/26,260,"30,000",25
6535 順藥,2017/04/26,43.6,"95,085",100
6536 碩豐,2017/04/26,53,"21,324",6
6538 倉和,2017/04/26,61.5,"30,300",24
6539 翔宇,2017/04/26,141.49,"38,729",1
6540 喜康-KY,2017/04/26,61.99,"219,620",6
6541 泰福-KY,2017/04/26,120,"193,151",31
6542 隆中,2017/04/26,82.4,"30,000",12
6545 擎力,2017/04/26,10.85,"15,010",1
6546 正基,2017/04/26,15.08,"83,690",115
6547 基亞生,2017/04/26,28.92,"122,500",55
6548 長華科,2017/04/26,357.5,"30,107",110
6549 景凱,2017/04/26,15.2,"58,453",202
6550 北極星藥業-KY,2017/04/26,35.11,"206,630",217
6551 必翔電,2017/04/26,14,"195,000",218
6552 易華電,2017/04/26,29.05,"100,000",185
6553 豐華,2017/04/26,38.7,"62,499",47
6554 中美冠科-KY,2017/04/26,48.6,"145,276",166
6555 榮炭,2017/04/26,30.53,"38,500",3
6556 勝品,2017/04/26,56.8,"21,000",26
6558 興能高,2017/04/26,27.99,"74,597",861
6559 研晶,2017/04/26,29.7,"23,188",52
6560 欣普羅,2017/04/26,74.6,"17,151",114
6562 聯亞藥,2017/04/26,20.35,"141,399",1
6565 物聯,2017/04/26,41.56,"21,017",1
6566 創益,2017/04/26,45.5,"22,972",61
6567 生控,2017/04/26,73.6,"89,500",58
6568 宏觀,2017/04/26,169.5,"24,700",419
6569 醫揚,2017/04/26,275,"18,188",90
6570 維田,2017/04/26,28.2,"24,784",0
6572 博錸,2017/04/26,24,"50,858",6
6574 霈方,2017/04/26,169,"20,000",12
6575 心悅,2017/04/26,73.01,"102,414",198
6576 逸達,2017/04/26,68.6,"80,036",0
6577 勁豐,2017/04/26,69,"39,452",147
6578 達邦蛋白,2017/04/26,33,"24,326",1
6579 研揚,2017/04/26,118.02,"96,000",34
6581 鋼聯,2017/04/26,110.33,"99,944",42
6582 申豐,2017/04/26,91,"94,345",42
6583 友松,2017/04/26,56.99,"14,600",0
6584 南俊國際,2017/04/26,97.5,"52,000",7
6585 鼎基,2017/04/26,56.84,"60,000",0
6588 東典光電,2017/04/26,295,"20,755",273
6589 台康生技,2017/04/26,38.6,"103,017",44
6590 普鴻,2017/04/26,30.12,"13,000",4
6591 動力-KY,2017/04/26,104,"16,120",61
6593 台灣銘板,2017/04/26,40.5,"16,947",16
6596 寬宏藝術,2017/04/26,53,"19,000",5
6598 ABC-KY,2017/04/26,50.4,"46,413",0
6603 富強鑫,2017/04/26,12,"123,385",59
66032 富強鑫二,2017/04/26,109.9,"2,957",0
6605 帝寶,2017/04/26,88.4,"165,816",368
6609 瀧澤科,2017/04/26,22.2,"71,035",13
6610 安成生技,2017/04/26,60,"56,434",2
6611 方舟,2017/04/26,16.25,"12,000",70
6612 奈米醫材,2017/04/26,43.9,"30,216",0
6613 朋億,2017/04/26,158.49,"29,628",181
6615 慧智,2017/04/26,78.8,"18,670",49
6617 共信-KY,2017/04/26,66.6,"97,221",23
6620 漢達,2017/04/26,99.2,"104,449",82
6624 萬年清,2017/04/26,47.89,"16,000",19
6625 必應,2017/04/26,94.5,"25,667",61
6626 唯數,2017/04/26,84.59,"27,645",36
6627 飛躍文創,2017/04/26,50.2,"21,175",50
6803 崑鼎,2017/04/26,173.5,"66,624",91
7402 邑錡,2017/04/26,80.5,"18,746",81
7421 易宏,2017/04/26,26.8,"23,501",0
7443 凡事康,2017/04/26,18.6,"22,000",2
8011 台通,2017/04/26,23.35,"115,069",690
80112 台通二,2017/04/26,127,451,0
80113 台通三,2017/04/26,130,189,0
8016 矽創,2017/04/26,91.1,"120,637",373
8021 尖點,2017/04/26,26.8,"159,478","1,644"
8024 佑華,2017/04/26,11.45,"46,013",26
8027 鈦昇,2017/04/26,35,"61,643","16,975"
80271 鈦昇一,2017/04/26,191,"1,611",26
8028 昇陽半,2017/04/26,29.9,"116,828",525
8032 光菱,2017/04/26,26.5,"51,810",9
8033 雷虎,2017/04/26,8.53,"128,729",222
8034 榮群,2017/04/26,11.7,"62,873",552
8038 長園科,2017/04/26,42.5,"56,560",249
80381 長園科一,2017/04/26,103.5,"2,984",0
8039 台虹,2017/04/26,36.7,"208,445",370
8040 九暘,2017/04/26,7.05,"82,725",55
8041 東精電,2017/04/26,10.53,"24,592",0
8042 金山電,2017/04/26,55.4,"111,372",480
80423 金山電三,2017/04/26,198,183,0
80424 金山電四,2017/04/26,143,"1,665",1
8043 蜜望實,2017/04/26,19.55,"79,907","2,099"
8044 網家,2017/04/26,266,"110,316",399
8046 南電,2017/04/26,26.25,"646,165",649
8047 星雲,2017/04/26,10.85,"41,473",29
8048 德勝,2017/04/26,24.75,"53,264",17
8049 晶采,2017/04/26,16.4,"118,234","1,164"
8050 廣積,2017/04/26,60.1,"120,538",965
80504 廣積四,2017/04/26,124.1,295,20
8054 安國,2017/04/26,21.15,"73,882",450
8059 凱碩,2017/04/26,13.05,"91,118",204
8064 東捷,2017/04/26,21.7,"164,542","4,515"
8066 來思達,2017/04/26,149,"25,126",697
8067 志旭,2017/04/26,4.78,"44,755",4
8068 全達,2017/04/26,33.15,"66,955",28
8069 元太,2017/04/26,30.25,"1,140,467","8,332"
8070 長華,2017/04/26,157,"63,879","1,611"
8071 能率豐,2017/04/26,13.2,"51,854",83
8072 陞泰,2017/04/26,21.3,"100,000",32
8074 鉅橡,2017/04/26,30.7,"79,920",115
80745 鉅橡五,2017/04/26,170,"1,205",0
8076 伍豐,2017/04/26,46,"247,436","1,095"
8077 洛碁,2017/04/26,27.05,"80,633",0
8080 奧斯特,2017/04/26,13.75,"63,991",139
8081 致新,2017/04/26,70.9,"86,172",534
8083 瑞穎,2017/04/26,170.5,"35,133",35
8084 巨虹,2017/04/26,32.55,"53,936",0
8085 福華,2017/04/26,7.38,"157,257",656
8086 宏捷科,2017/04/26,57.8,"143,097","2,044"
8087 華鎂鑫,2017/04/26,8.9,"29,868",2
8088 品安,2017/04/26,26.1,"57,859","1,682"
8091 翔名,2017/04/26,56.4,"60,680",65
8092 建暐,2017/04/26,8.65,"38,850",44
8093 保銳,2017/04/26,5.65,"64,208",9
8096 擎亞,2017/04/26,15.8,"139,623","1,189"
8097 常珵,2017/04/26,11.9,"26,674",36
8099 大世科,2017/04/26,20.2,"67,200",96
8101 華冠,2017/04/26,4.93,"416,177",386
8103 瀚荃,2017/04/26,32.9,"81,399",353
8104 錸寶,2017/04/26,154.5,"28,300",18
8105 凌巨,2017/04/26,16.8,"441,544","1,862"
8107 大億科,2017/04/26,22.45,"99,335",130
8109 博大,2017/04/26,64,"60,044",23
8110 華東,2017/04/26,14.75,"482,855","2,607"
81101 華東一,2017/04/26,109.3,"5,988",54
8111 立碁,2017/04/26,7.97,"117,102",666
8112 至上,2017/04/26,23.85,"356,008","3,244"
81128 至上八,2017/04/26,181,"2,768",40
8114 振樺電,2017/04/26,163.5,"72,942",97
81141 振樺電一,2017/04/26,103,"7,466",0
81142 振樺電二,2017/04/26,100.55,"12,000",8
8115 帝聞,2017/04/26,19.65,"70,000",7
8121 越峰,2017/04/26,10.5,"182,422",163
8122 神通,2017/04/26,21.5,"283,017",14
8127 利汎,2017/04/26,6.31,"42,811",3
8131 福懋科,2017/04/26,27,"442,222",421
8147 正淩,2017/04/26,38.1,"24,887",7
81471 正淩一,2017/04/26,111,642,0
8150 南茂,2017/04/26,26.95,"886,839","11,514"
8155 博智,2017/04/26,37.9,"49,756",185
8163 達方,2017/04/26,25.7,"280,000","2,620"
8171 天宇,2017/04/26,10.2,"51,493",93
81712 天宇二,2017/04/26,100,205,0
8176 智捷,2017/04/26,10.85,"72,500",116
8179 旭德,2017/04/26,7.18,"286,085",21
8182 加高,2017/04/26,15.2,"107,041",44
8183 精星,2017/04/26,18.35,"113,251",605
8197 研能,2017/04/26,13.57,"61,747",1
8201 無敵,2017/04/26,14.6,"62,366","1,033"
8210 勤誠,2017/04/26,52.9,"119,725",79
8213 志超,2017/04/26,31.9,"271,242",781
82131 志超一,2017/04/26,108,"8,000",11
8215 明基材,2017/04/26,16,"320,674","1,682"
8222 寶一,2017/04/26,25,"68,460",213
8234 新漢,2017/04/26,30.5,"140,919","1,786"
8240 華宏,2017/04/26,19.4,"100,004",42
8249 菱光,2017/04/26,23.15,"127,055",192
8255 朋程,2017/04/26,106,"74,865",164
8261 富鼎,2017/04/26,24.45,"81,282",247
8271 宇瞻,2017/04/26,39.2,"100,897","2,192"
8277 商丞,2017/04/26,10.25,"91,628",352
82773 商丞三,2017/04/26,100.2,"3,000",0
8279 生展,2017/04/26,91,"21,000",40
8281 歐普羅,2017/04/26,16.55,"32,519",11
8284 三竹,2017/04/26,27.16,"41,500",4
8287 英格爾,2017/04/26,17.8,"140,020",121
8289 泰藝,2017/04/26,10.75,"77,534",30
8291 尚茂,2017/04/26,5,"76,024",33
8299 群聯,2017/04/26,290,"197,073","3,682"
8329 台視,2017/04/26,7,"280,578",0
8341 日友,2017/04/26,146.5,"111,500",339
8342 益張,2017/04/26,83.5,"30,042",59
8349 恒耀,2017/04/26,88,"92,474",60
83492 恒耀二,2017/04/26,107.5,"10,000",30
83493 恒耀三,2017/04/26,120,"13,957",17
8351 新東亞,2017/04/26,7.05,"73,412",31
8354 冠好,2017/04/26,16.15,"63,743",1
8358 金居,2017/04/26,48.1,"210,588","6,513"
8359 錢櫃,2017/04/26,81.29,"136,500",26
8367 建新國際,2017/04/26,28.2,"73,449",44
8374 羅昇,2017/04/26,17.3,"87,608",94
8383 千附,2017/04/26,51,"118,192","1,884"
8390 金益鼎,2017/04/26,15.5,"95,586",99
8401 白紗科,2017/04/26,11.2,"60,111",30
8403 盛弘,2017/04/26,35.4,"75,584",139
8404 百和興業-KY,2017/04/26,37.25,"245,649",292
8406 金可-KY,2017/04/26,258,"92,697",288
84061 金可一KY,2017/04/26,99.5,"7,105",0
8409 商之器,2017/04/26,20.85,"28,000",7
8410 森田,2017/04/26,27.4,"36,589",19
8411 福貞-KY,2017/04/26,31.85,"158,444",93
8415 大國鋼,2017/04/26,18,"611,500",23
8416 實威,2017/04/26,91.9,"25,646",7
8418 捷必勝-KY,2017/04/26,15.3,"67,995",138
8420 明揚,2017/04/26,20.2,"50,990",33
8421 旭源,2017/04/26,19.4,"53,480",65
8422 可寧衛,2017/04/26,172,"108,888",89
8423 保綠-KY,2017/04/26,17.25,"19,439",1
8424 惠普,2017/04/26,39.2,"36,054",13
8426 紅木-KY,2017/04/26,48.15,"48,300",15
8427 基勝-KY,2017/04/26,55,"104,261",47
8429 金麗-KY,2017/04/26,38.25,"174,358",876
8431 匯鑽科,2017/04/26,43.6,"44,947",240
84311 匯鑽科一,2017/04/26,103.45,832,0
8432 東生華,2017/04/26,78,"38,398",64
8433 弘帆,2017/04/26,109,"52,577",149
8435 鉅邁,2017/04/26,44.45,"31,700",28
8436 大江,2017/04/26,173,"75,652",318
84361 大江一,2017/04/26,222,40,38
8437 大地-KY,2017/04/26,177.5,"33,065",16
84371 大地一KY,2017/04/26,116,"2,092",0
84372 大地二KY,2017/04/26,113,"1,855",0
8438 昶昕,2017/04/26,22.54,"62,899",0
8440 綠電,2017/04/26,21.2,"32,565",26
8442 威宏-KY,2017/04/26,54.2,"49,999",19
8443 阿瘦,2017/04/26,16,"66,800",46
8444 綠河-KY,2017/04/26,172.5,"74,030",32
8446 華研,2017/04/26,120.5,"42,777",392
8450 霹靂,2017/04/26,76.8,"47,957",62
84501 霹靂一,2017/04/26,103.5,"2,496",0
8454 富邦媒,2017/04/26,216,"142,058",27
8455 大拓-KY,2017/04/26,26.75,"25,219",1
8458 影一,2017/04/26,22.14,"28,000",0
8462 柏文,2017/04/26,86.3,"41,012",54
8463 潤泰材,2017/04/26,19.2,"150,000",126
8464 億豐,2017/04/26,289.5,"293,020",708
8465 德河,2017/04/26,11.02,"17,652",1
8466 美吉吉-KY,2017/04/26,118.5,"66,059",39
8467 波力-KY,2017/04/26,36.05,"50,860",0
8472 夠麻吉,2017/04/26,42.85,"20,311",16
8473 山林水,2017/04/26,65.2,"132,212",685
8476 台境,2017/04/26,58,"32,102",222
8477 創業家,2017/04/26,57.6,"19,621",24
8478 東哥,2017/04/26,141.5,"66,670",9
8479 台灣藝術,2017/04/26,10.9,"12,000",0
8480 泰昇-KY,2017/04/26,132.5,"35,700",17
8481 政伸,2017/04/26,42.6,"66,601",37
8485 信吉媒,2017/04/26,185,"20,460",1
8487 愛爾達,2017/04/26,25.03,"18,000",1
8488 吉源-KY,2017/04/26,42.7,"67,500",9
8489 三貝德,2017/04/26,173,"25,438",146
8490 利得,2017/04/26,28.9,"40,350",52
8491 真好玩,2017/04/26,22.63,"16,990",1
8492 兔將,2017/04/26,50.45,"21,500",1
8495 經緯航,2017/04/26,36.31,"22,690",360
8496 台霖,2017/04/26,18.91,"35,700",0
8497 聯廣,2017/04/26,79,"30,042",10
8905 裕國,2017/04/26,16.05,"119,440",253
8906 花王,2017/04/26,5.88,"51,321",28
8908 欣雄,2017/04/26,29.15,"144,718",8
8913 全銓,2017/04/26,42.6,"43,719",317
8916 光隆,2017/04/26,44.3,"108,560",158
89161 光隆一,2017/04/26,103.4,"8,000",20
8917 欣泰,2017/04/26,47,"122,203",10
8921 沈氏,2017/04/26,15.95,"46,592",0
8923 時報,2017/04/26,17.3,"30,375",0
8924 大田,2017/04/26,12.2,"121,263",61
8926 台汽電,2017/04/26,23.1,"589,048",290
8927 北基,2017/04/26,8.7,"191,833",85
8928 鉅明,2017/04/26,19.6,"50,854",92
8929 富堡,2017/04/26,40.8,"36,812",99
8930 青鋼,2017/04/26,14.15,"70,013",118
8931 大汽電,2017/04/26,21.45,"116,433",11
8932 宏大,2017/04/26,8.16,"48,800",50
8933 愛地雅,2017/04/26,11,"148,376",190
89333 愛地雅三,2017/04/26,106.5,554,0
89334 愛地雅四,2017/04/26,109,"3,000",6
8934 衡平,2017/04/26,85.6,"8,510",45
8935 邦泰,2017/04/26,5.6,"120,306",32
8936 國統,2017/04/26,20.7,"225,836","1,077"
89364 國統四,2017/04/26,102.2,471,0
8937 合騏,2017/04/26,11.1,"72,478",103
8938 明安,2017/04/26,27.8,"133,375",48
8940 新天地,2017/04/26,13.9,"67,491",21
8941 關中,2017/04/26,69.2,"23,632",63
8942 森鉅,2017/04/26,72,"165,834",495
89424 森鉅四,2017/04/26,107,7,0
8996 高力,2017/04/26,47.65,"89,384",127
89963 高力三,2017/04/26,110,621,0
9103 美德醫療-DR,2017/04/26,1.58,"205,531","3,340"
910322 康師傅-DR,2017/04/26,19.1,"23,549",2
910482 聖馬丁-DR,2017/04/26,0.95,"209,088",111
9105 泰金寶-DR,2017/04/26,2.96,"839,284",677
9106 新焦點-DR,2017/04/26,1.39,"60,530",2
910708 恒大健-DR,2017/04/26,276,503,0
910801 金衛-DR,2017/04/26,4.76,"76,159",52
910861 神州-DR,2017/04/26,12.6,"26,361",6
9110 越南控-DR,2017/04/26,3.8,"52,510",19
911608 明輝-DR,2017/04/26,2.49,"10,590",0
911616 杜康-DR,2017/04/26,1.5,"130,000",78
911619 耀傑-DR,2017/04/26,0.9,"41,279",0
911622 泰聚亨-DR,2017/04/26,12.5,"30,000",0
911868 同方友友-DR,2017/04/26,2.02,"80,791",27
912000 晨訊科-DR,2017/04/26,2.96,"36,206",8
912398 友佳-DR,2017/04/26,7.93,"39,928",92
9136 巨騰-DR,2017/04/26,11.45,"132,814",994
9157 陽光能源-DR,2017/04/26,1.07,"117,295",36
9188 精熙-DR,2017/04/26,4.6,"54,593",45
9802 鈺齊-KY,2017/04/26,76.9,"138,455",863
98023 鈺齊三KY,2017/04/26,135.5,"6,793",0
9902 台火,2017/04/26,9.93,"98,049",193
9904 寶成,2017/04/26,43.05,"2,946,787","7,779"
9905 大華,2017/04/26,26.2,"305,000",211
9906 欣巴巴,2017/04/26,18.45,"70,000",48
9907 統一實,2017/04/26,14.8,"1,579,145",365
9908 大台北,2017/04/26,25.1,"516,358",53
9910 豐泰,2017/04/26,116,"667,940","1,182"
9911 櫻花,2017/04/26,33.9,"221,121",239
9912 偉聯,2017/04/26,7.38,"53,162",27
9914 美利達,2017/04/26,159.5,"298,983",526
9917 中保,2017/04/26,87.9,"451,197",342
9918 欣天然,2017/04/26,31.4,"180,537",6
9919 康那香,2017/04/26,10.9,"197,126",118
9921 巨大,2017/04/26,181,"375,064","2,044"
9924 福興,2017/04/26,42.25,"188,452",182
9925 新保,2017/04/26,39.9,"383,653",82
9926 新海,2017/04/26,40.25,"179,504",1
9927 泰銘,2017/04/26,37.8,"209,148",302
9928 中視,2017/04/26,6.5,"150,724",29
9929 秋雨,2017/04/26,10.95,"168,800",89
9930 中聯資源,2017/04/26,54.1,"225,945",57
9931 欣高,2017/04/26,30.75,"102,250",2
9933 中鼎,2017/04/26,53.3,"763,273","1,443"
9934 成霖,2017/04/26,17.4,"351,769",775
99342 成霖二,2017/04/26,115,"2,028",81
9935 慶豐富,2017/04/26,8.91,"153,623",90
9937 全國,2017/04/26,39.9,"309,043",46
9938 百和,2017/04/26,103,"297,963",923
9939 宏全,2017/04/26,61.6,"292,878","2,354"
9940 信義,2017/04/26,34.9,"631,839",185
9941 裕融,2017/04/26,88.5,"274,629",529
9942 茂順,2017/04/26,82.5,"83,161",10
9943 好樂迪,2017/04/26,52.9,"147,317",48
9944 新麗,2017/04/26,20.65,"109,107",39
9945 潤泰新,2017/04/26,37.35,"1,393,408","5,938"
9946 三發地產,2017/04/26,11.85,"261,526",80
9949 琉園,2017/04/26,11.15,"47,033",5
9950 萬國通,2017/04/26,14.1,"96,811",9
9951 皇田,2017/04/26,176,"74,900",234
9955 佳龍,2017/04/26,14.95,"103,208",15
9957 燁聯,2017/04/26,6.65,"2,620,413",368
9958 世紀鋼,2017/04/26,9.54,"185,558",32
9960 邁達康,2017/04/26,30.05,"33,592",390
9962 有益,2017/04/26,11.1,"90,220",61
A2300 電子調整,2017/04/26,405.27,"241,510,350","1,406,741"
A2324 半導體-A,2017/04/26,136.52,"75,686,885","367,779"
A2325 電腦週-A,2017/04/26,101.12,"36,426,346","119,630"
A2326 光電類-A,2017/04/26,44.68,"43,680,366","487,377"
A2327 通信網-A,2017/04/26,122.27,"26,826,939","108,723"
A2328 電子零-A,2017/04/26,89.41,"24,901,054","201,340"
A2329 電子通-A,2017/04/26,112.33,"7,006,331","16,547"
A2330 資訊服-A,2017/04/26,87.97,"1,411,640","2,056"
A2331 其他電-A,2017/04/26,101.46,"25,570,789","103,285"
A2500 營造調整,2017/04/26,264.36,"23,023,248","34,857"
A2800 金融調整,2017/04/26,"1,100.36","200,964,127","355,288"
AU9901 臺銀金,2017/04/26,"4,616.70",0,0
AU9902 一銀金,2017/04/26,"4,618.00",0,0
BC30 藍籌30指數,2017/04/26,"5,222.02",0,0
BC30N 藍籌30反一,2017/04/26,"9,545.61",0,0
BC30R 藍籌30報酬,2017/04/26,"5,222.02",0,0
CG100 治理100,2017/04/26,"5,517.56",0,0
CHI99 TEJ 中國概念股,2017/04/26,"3,094.89","86,475,424","222,118"
CR100 CG100 TR,2017/04/26,"5,981.25",0,0
DR100 漲升股利100 TR,2017/04/26,"5,813.33",0,0
DR150 漲升股利150 TR,2017/04/26,"5,857.37",0,0
DV100 漲升股利100,2017/04/26,"5,636.05",0,0
DV150 漲升股利150,2017/04/26,"5,669.97",0,0
E88TR 就業88TR,2017/04/26,113.96,"17,478,257","86,477"
E99TR 臺灣就業99報酬指數,2017/04/26,"7,187.88","373,423,106","939,404"
EDRIN 電子類反向指數,2017/04/26,"8,786.82",0,0
EDRL2 電子類兩倍槓桿指數,2017/04/26,"11,210.67",0,0
EMP88 就業88,2017/04/26,101.8,"17,478,257","86,477"
EMP99 臺灣就業99指數,2017/04/26,"5,850.89","373,423,106","939,404"
FRMSA 寶島指數,2017/04/26,"11,319.94","762,855,524","2,634,030"
FRMSR 寶島報酬指數,2017/04/26,"12,605.29","762,855,524","2,634,030"
GTHD 櫃買高殖利率指數,2017/04/26,106.95,"9,775,576","69,396"
GTHDR 櫃買高殖利率報酬指數,2017/04/26,124.67,"9,775,576","69,396"
HC100 高薪100,2017/04/26,"5,461.36",0,0
HR100 高薪100TR,2017/04/26,"6,002.12",0,0
INE30 工業菁英30指數,2017/04/26,"5,393.77",0,0
INR30 工業菁英30報酬,2017/04/26,"5,393.77",0,0
ITE30 電子菁英30指數,2017/04/26,"5,383.97",0,0
ITR30 電子菁英30報酬,2017/04/26,"5,383.97",0,0
LB100 低貝塔100指數,2017/04/26,"5,262.65",0,0
LR100 低貝塔100報酬,2017/04/26,"5,262.65",0,0
LV30 低波精選30指數,2017/04/26,"5,186.78",0,0
LV30R 低波精選30報酬,2017/04/26,"5,186.78",0,0
M1100 水泥工業類指數,2017/04/26,120.13,"9,818,612","13,972"
M11TR 水泥TR,2017/04/26,175.41,"9,818,612","13,972"
M1200 食品工業類指數,2017/04/26,"1,428.34","12,338,104","17,213"
M12TR 食品TR,2017/04/26,"1,751.75","12,338,104","17,213"
M1300 塑膠工業類指數,2017/04/26,260.72,"30,550,408","66,251"
M13TR 塑膠TR,2017/04/26,348.21,"30,550,408","66,251"
M1400 紡織纖維類指數,2017/04/26,490.39,"19,958,568","20,649"
M14TR 紡織TR,2017/04/26,642.44,"19,958,568","20,649"
M1500 電機機械類指數,2017/04/26,169.36,"12,302,759","58,974"
M15TR 電機機TR,2017/04/26,217.86,"12,302,759","58,974"
M1600 電器電纜類指數,2017/04/26,43.18,"7,223,522","6,669"
M16TR 電器電TR,2017/04/26,50.55,"7,223,522","6,669"
M1700 化學生技醫療類指數,2017/04/26,100.11,"14,838,639","21,699"
M1721 化學工業指數,2017/04/26,99.85,"10,242,944","12,945"
M1722 生技醫療指數,2017/04/26,70.98,"4,390,164","5,414"
